ANGLE,DISTANCE
-71.895044,32.300003
-71.632655,32.200001
-71.370260,32.300003
-71.107871,32.300003
-70.845483,32.300003
-70.583087,32.300003
-70.320699,32.300003
-70.058310,32.300003
-69.795915,32.300003
-69.533526,32.300003
-69.271138,32.300003
-69.008742,32.400002
-68.746354,32.400002
-68.483965,32.400002
-68.221577,32.400002
-67.959181,32.500000
-67.696793,32.400002
-67.172009,32.500000
-66.909620,32.500000
-66.647232,32.500000
-66.122448,32.500000
-65.860059,32.600002
-65.597664,32.600002
-65.072880,32.600002
-64.810491,32.600002
-64.548103,32.600002
-64.023326,32.700001
-63.760937,32.700001
-63.498535,32.700001
-62.973758,32.799999
-62.711369,32.700001
-62.186592,32.799999
-61.924204,32.799999
-61.661801,32.799999
-61.137024,32.900002
-60.874636,32.900002
-60.612247,33.000000
-60.087456,33.000000
-59.825068,33.099998
-59.562679,33.099998
-59.037902,33.099998
-58.775514,33.000000
-58.513125,33.000000
-48.804667,37.500000
-48.542278,37.099998
-48.279890,36.700001
-48.017487,36.399998
-47.755099,36.399998
-47.492710,36.399998
-47.230322,36.399998
-46.967933,36.500000
-46.705545,36.599998
-46.443142,36.700001
-46.180754,36.799999
-45.918365,36.899998
-45.655977,37.000000
-45.393588,37.000000
-45.131200,37.200001
-44.868811,37.299999
-44.606409,37.400002
-44.344020,37.599998
-43.819243,37.700001
-43.294466,37.900002
-43.032064,38.000000
-42.769675,38.100002
-42.507287,38.200001
-42.244898,38.299999
-41.982510,38.600002
-41.720121,38.700001
-41.457733,38.800003
-41.195330,38.900002
-40.932942,39.000000
-40.670553,39.099998
-40.408165,39.299999
-40.145776,39.399998
-39.883388,39.500000
-39.620985,39.700001
-39.358597,39.799999
-39.096208,40.000000
-38.833820,40.099998
-38.571431,40.200001
-38.309043,40.400002
-38.046654,40.500000
-37.784252,40.700001
-37.521863,40.799999
-37.259475,40.900002
-36.997086,40.799999
-36.734698,40.599998
-35.947518,42.200001
-35.685130,41.299999
-34.373173,43.799999
-34.110785,42.899998
-33.848396,43.000000
-33.586008,43.099998
-33.323619,43.299999
-33.061231,43.500000
-32.798829,43.700001
-32.536440,43.799999
-32.274051,44.100002
-32.011663,44.200001
-31.749274,44.500000
-31.486886,44.700001
-31.224497,44.900002
-30.962095,45.000000
-30.699706,45.200001
-30.437318,45.400002
-30.174929,45.599998
-29.912541,45.699997
-29.650152,46.000000
-29.387750,46.299999
-29.125361,46.399998
-28.862973,46.700001
-28.600584,46.900002
-28.338196,47.099998
-28.075807,47.400002
-27.813419,47.600002
-27.551016,47.900002
-27.288628,48.100002
-27.026239,48.400002
-26.763851,48.599998
-26.501462,48.899998
-26.239074,49.200001
-25.976672,49.399998
-25.714283,49.700001
-25.451894,50.000000
-25.189506,50.199997
-24.927117,50.500000
-24.664729,50.700005
-24.402340,51.000000
-24.139938,51.300003
-23.877549,51.599998
-23.615161,51.899998
-23.352772,52.200001
-23.090384,52.399998
-22.827995,53.299999
-22.303204,54.599998
-22.040816,54.299999
-21.778427,53.100002
-21.516039,54.400002
-21.253650,54.799999
-20.991248,55.199997
-20.728860,55.599998
-20.466471,55.900002
-20.204082,56.300003
-19.941694,56.699997
-19.679305,57.099998
-19.416917,57.400002
-19.154515,57.799999
-18.892126,58.200001
-18.629737,58.600002
-18.367349,59.100002
-18.104960,59.600002
-17.842572,60.000004
-17.580170,60.399998
-17.055392,61.400002
-16.793004,59.399998
-16.530615,59.899998
-15.481047,65.900002
-15.218659,65.800003
-14.956270,65.400002
-14.693882,65.300003
-14.431493,65.800003
-14.169091,66.299995
-13.906703,66.500000
-13.119537,71.200005
-12.857148,70.599998
-12.594760,70.099998
-12.332358,70.599998
-12.069969,70.900002
-11.807580,71.599998
-11.545192,72.399994
-11.282803,73.000000
-11.020415,73.699997
-10.758013,74.400002
-10.495624,75.099998
-10.233235,75.800003
-9.970847,76.500000
-9.708458,77.300003
-9.446070,78.000000
-9.183681,78.799995
-8.396502,61.500000
-8.134113,61.799995
-7.871725,61.299999
-7.609336,60.399998
-7.346934,60.299999
-7.084546,60.200001
-6.822157,60.000004
-6.559768,59.600002
-6.297380,59.600002
-6.034991,59.700001
-5.772603,59.700001
-5.510201,59.799999
-5.247812,59.399998
-4.985423,59.500004
-2.886301,30.500000
-2.623913,29.300001
-2.361524,29.199999
10.233235,99.400002
10.495624,97.699997
10.758013,96.100006
11.020401,95.900002
11.282790,95.599998
11.545192,95.400002
11.807580,95.200005
12.069969,95.200005
12.332358,95.200005
12.594746,95.099998
12.857135,94.700005
13.119537,94.700005
13.381925,94.599998
13.644314,94.400002
13.906703,94.400002
14.169091,94.300003
14.431480,94.199997
14.693868,93.900002
14.956270,93.900002
15.218659,94.000000
15.481047,93.699997
15.743436,93.900002
16.005825,93.599998
16.268213,93.500000
16.530615,93.800003
16.793004,93.500000
17.055392,93.599998
17.317781,93.199997
17.580170,93.400002
17.842558,96.000000
18.104947,96.599998
18.367349,95.300003
18.892126,99.400002
19.154515,102.400002
19.416903,102.300003
19.679292,102.199997
19.941694,102.100006
20.204082,104.099998
20.466471,100.300003
20.728860,99.800003
20.991248,97.099998
21.253637,96.400002
21.516025,96.200005
22.303204,60.500000
22.565593,61.400002
22.827982,60.500000
23.090370,60.100002
23.352772,59.799999
23.615161,58.999996
23.877549,58.000000
24.139938,59.100002
24.402327,59.500004
24.664715,59.100002
24.927117,58.600002
25.714283,61.699997
25.976672,65.200005
26.239060,65.100006
26.501449,64.900002
26.763851,64.500000
27.026239,64.300003
27.288628,64.400002
27.551016,63.599998
27.813405,62.400002
28.075794,61.799995
28.338196,61.400002
28.600584,61.199997
28.862973,60.900002
29.125361,60.600002
29.387750,60.600002
29.650139,60.700001
29.912527,60.799999
30.174929,60.799999
30.437318,61.199997
30.699706,61.299999
30.962095,61.400002
31.224484,61.799995
31.486872,62.300003
31.749274,63.000000
32.011663,63.599998
32.274051,63.900002
32.536440,64.099998
32.798829,64.500000
33.061217,65.000000
33.323606,65.300003
33.586008,65.599998
33.848396,65.800003
34.110785,66.000000
34.373173,66.199997
34.635562,66.500000
34.897951,66.900002
35.160353,67.299995
35.422741,67.699997
35.685130,67.900002
35.947518,67.400002
36.209907,67.400002
36.472296,67.000000
36.734684,67.099998
36.997086,67.299995
37.259475,67.400002
37.521863,68.000000
37.784252,68.400002
38.046641,69.099998
38.309029,69.000000
38.571431,69.700005
38.833820,70.400002
39.096208,69.099998
39.358597,69.900002
39.620985,70.200005
39.883374,69.700005
40.145763,70.300003
40.408165,72.299995
40.670553,72.599998
42.507287,119.200005
42.769675,119.099998
43.032064,120.500008
78.717194,63.700001
78.979582,63.099998
79.241971,62.599998
79.504360,62.599998
79.766748,62.800003
80.029137,62.800003
80.291552,63.000000
80.553941,63.099998
80.816330,63.300003
81.078718,63.500000
81.341107,63.900002
81.603495,63.700001
81.865884,62.900002
82.128272,62.699997
82.390661,62.500000
82.653049,63.599998
82.915438,63.700001
83.177827,61.599998
83.440215,59.700001
83.702631,61.299999
83.965020,61.000000
84.227408,60.900002
84.489797,60.700001
84.752185,60.600002
85.014574,60.500000
85.276962,60.399998
85.539351,60.299999
85.801739,60.299999
86.064128,60.100002
86.326517,60.100002
86.588905,60.000004
86.851294,59.799999
87.113709,59.799999
87.376098,59.700001
87.638487,59.700001
87.900875,59.600002
88.163264,59.600002
88.425652,59.600002
88.688041,59.600002
88.950429,59.500004
89.212818,59.500004
89.475206,59.500004
89.737595,59.500004
89.999984,59.500004
90.262372,59.500004
90.524788,59.500004
90.787177,59.600002
91.049565,59.700001
91.311954,59.899998
91.574342,60.200001
91.836731,60.299999
92.099119,60.700001
92.361508,61.000000
92.623896,61.199997
92.886285,61.400002
93.148673,62.300003
93.411062,63.099998
96.297363,183.199997
96.559752,182.199997
96.822141,182.199997
97.084529,181.899994
97.346945,181.699997
97.609334,181.600006
97.871722,181.500000
98.134111,181.300003
98.396499,180.899994
98.658888,181.100006
98.921276,180.899994
99.183665,180.400009
99.446053,180.800003
99.708442,180.600006
99.970830,180.600006
100.233219,180.600006
100.495608,180.500000
100.758023,180.200012
101.020412,180.200012
101.282801,180.300003
101.545189,180.100006
101.807578,182.799988
102.069966,180.000000
102.332355,179.700012
102.594743,180.000000
102.857132,180.000000
103.119520,179.900009
103.381909,179.400009
103.644298,179.700012
103.906686,179.700012
104.169102,179.600006
104.431490,179.900009
104.693879,179.800003
104.956268,179.600006
105.218656,179.500000
105.481045,179.400009
105.743433,179.800003
106.005822,179.700012
106.268210,179.600006
106.530599,179.500000
106.792987,179.600006
107.055376,179.800003
107.317765,179.800003
107.580180,179.300003
107.842569,179.700012
108.892123,208.899994
109.154512,208.800003
109.416900,209.199997
109.679289,209.100006
109.941677,208.899994
110.204066,209.100006
110.466455,209.299988
110.728843,209.400009
110.991259,209.500000
111.253647,209.299988
111.516036,209.699982
111.778425,209.599991
112.040813,209.899994
112.303202,209.699982
112.565590,209.899994
112.827979,209.999985
113.090367,210.199997
113.352756,210.299988
113.615144,210.500000
113.877533,210.500000
114.139922,210.500000
114.402337,210.599991
114.664726,210.800003
114.927115,211.100006
115.189503,211.299988
115.451892,211.299988
115.714280,212.100006
115.976669,211.999985
116.239057,212.100006
116.501446,211.999985
116.763834,212.599991
117.026223,212.599991
117.288611,212.700012
117.551000,213.100006
117.813416,213.400009
118.075804,217.899994
118.338193,213.899994
118.600582,213.899994
118.862970,214.000015
119.125359,214.400009
119.387747,214.700012
119.650136,214.800003
119.912524,215.199997
120.174913,215.100006
120.437301,215.500000
120.699690,215.700012
120.962079,215.899994
121.224494,216.500000
121.486883,216.400009
121.749272,216.599991
122.011660,217.199997
122.274049,217.899994
122.536437,218.100006
122.798826,218.500000
123.061214,218.500000
123.323603,218.899994
123.585991,219.199997
123.848380,219.399994
124.110768,220.099991
124.373157,219.799988
124.635573,220.500000
124.897961,219.500000
125.160350,221.099991
125.422739,221.499985
125.685127,222.199982
125.947516,222.099991
126.472293,266.700012
126.734681,267.700012
126.997070,267.899994
127.259458,268.100006
127.521847,268.500000
127.784236,269.100006
128.046651,269.199982
128.309040,270.000000
128.571428,270.799988
128.833817,271.600006
129.096206,272.000000
129.358594,272.300018
129.620983,273.100006
129.883371,273.700012
130.145760,274.000000
130.408148,274.600006
130.670537,275.500000
130.932925,276.500000
131.195314,276.799988
131.457730,277.600006
131.720118,278.200012
131.982507,278.600006
132.244896,279.099976
132.507284,279.399994
132.769673,280.200012
133.032061,281.100006
133.294450,281.500000
133.556838,282.100006
133.819227,283.500000
134.081615,283.899994
134.344004,284.400024
134.606420,284.899994
134.868808,285.800018
135.131197,286.399994
135.393585,286.700012
135.655974,288.299988
135.918363,289.299988
136.180751,290.300018
136.443140,291.000000
136.705528,291.799988
136.967917,292.300018
137.230305,292.700012
137.492694,293.399994
137.755082,294.500000
138.017498,295.600006
138.279887,296.600006
138.542275,297.199982
138.804664,298.200012
139.067053,299.000000
139.329441,299.799988
139.591830,300.299988
139.854218,301.600006
140.116607,302.899994
140.378995,304.099976
140.641384,304.299988
140.903772,305.299988
141.428577,308.800018
141.690965,312.700012
141.953354,314.199982
142.215742,313.899994
142.478131,314.100006
142.740520,313.399994
143.002908,312.799988
143.265297,311.799988
143.527685,312.100006
143.790074,313.299988
144.052462,314.700012
144.314851,316.899994
144.577239,317.399994
144.839655,320.000000
145.102044,320.900024
145.364432,322.900024
145.626821,324.399994
145.889209,326.299988
146.151598,327.899994
146.413987,328.600006
146.676375,330.200012
146.938764,331.500000
147.201152,334.100006
147.463541,335.500000
147.725929,337.299988
147.988318,338.500000
148.250734,339.899994
148.513122,340.399994
148.775511,342.399994
149.037899,344.100006
149.300288,345.799988
149.562677,347.100006
149.825065,348.500000
150.087454,349.500000
150.349842,350.799988
150.612231,353.200012
150.874619,354.399994
151.137008,355.800018
151.399396,356.500000
151.661812,358.800018
151.924201,359.100006
152.186589,361.700012
152.711366,357.800018
152.973755,359.100006
153.236144,353.600006
154.285698,354.899994
154.548086,353.299988
154.810475,352.000000
155.072891,350.700012
155.335279,349.600006
155.597668,347.199982
155.860056,346.500000
156.122445,345.000000
156.384834,344.100006
156.647222,342.700012
156.909611,340.799988
157.171999,339.100006
157.434388,337.200012
157.696776,336.000000
157.959165,337.299988
158.221553,338.899994
158.483969,341.599976
158.746358,343.399994
159.008746,345.100006
159.271135,346.900024
159.533523,349.799988
159.795912,352.099976
160.058301,354.299988
160.320689,355.800018
160.583078,357.600006
160.845466,360.800018
161.107855,363.200012
161.370243,365.300018
161.632632,367.500000
161.895048,368.700012
162.157436,361.399994
162.944602,328.299988
163.206991,327.699982
163.469379,326.600006
163.731768,322.600006
163.994156,322.500000
164.256545,321.100006
164.518933,320.700012
164.781322,320.600006
165.043710,320.100006
165.306126,319.500000
165.568515,318.300018
165.830903,317.300018
166.093292,315.500000
166.355680,315.899994
166.618069,314.100006
166.880458,314.100006
167.142846,313.000000
167.405235,312.500000
167.667623,311.000000
167.930012,310.899994
168.192400,310.200012
168.454789,309.299988
168.717205,309.200012
168.979593,307.399994
169.241982,307.000000
169.504370,306.600006
169.766759,305.699982
170.029147,305.000000
170.291536,303.399994
171.341090,303.899994
171.603479,302.399994
171.865867,300.299988
172.128283,299.700012
172.390672,299.299988
172.653060,298.700012
172.915449,296.300018
173.177837,298.399994
173.440226,297.799988
173.702615,297.500000
173.965003,295.700012
174.227392,296.500000
174.489780,295.600006
174.752169,294.899994
175.014557,296.100006
175.276946,294.399994
175.539362,293.899994
175.801750,294.000000
176.064139,295.500000
176.326527,294.199982
176.588916,294.899994
176.851304,295.500000
177.113693,294.300018
177.376082,295.700012
177.638470,294.500000
177.900859,292.899994
178.163247,290.199982
178.425636,287.500000
178.688024,284.699982
178.950440,282.000000
179.212829,280.699982
179.475217,280.699982
179.737606,280.699982
